Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Price Bid,Price Offer,ID,mini
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,30,17-Dec-11,17-Dec-11,0.2475,6.9781,1.1063,0.01443,-0.00386,-0.00523,0.23,0.265,EURUSD_461,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,31,18-Dec-11,18-Dec-11,0.2525,6.9282,1.0688,0.01437,-0.00372,-0.00539,0.235,0.27,EURUSD_462,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,32,19-Dec-11,19-Dec-11,0.2575,6.8597,1.0202,0.0142,-0.00357,-0.00554,0.24,0.275,EURUSD_463,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,33,20-Dec-11,20-Dec-11,0.2625,6.7942,0.97648,0.01405,-0.00343,-0.00569,0.245,0.28,EURUSD_464,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,34,21-Dec-11,21-Dec-11,0.2675,6.7297,0.93568,0.0139,-0.0033,-0.00584,0.25,0.285,EURUSD_465,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,35,22-Dec-11,22-Dec-11,0.2725,6.6658,0.89764,0.01375,-0.00318,-0.00598,0.255,0.29,EURUSD_466,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,36,23-Dec-11,23-Dec-11,0.2775,6.6035,0.86235,0.01361,-0.00306,-0.00612,0.26,0.295,EURUSD_467,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,37,24-Dec-11,24-Dec-11,0.28,6.5884,0.85378,0.01372,-0.00297,-0.0063,0.2625,0.2975,EURUSD_468,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,38,25-Dec-11,25-Dec-11,0.2825,6.5477,0.83169,0.01368,-0.00288,-0.00645,0.265,0.3,EURUSD_469,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,39,26-Dec-11,26-Dec-11,0.2875,6.5026,0.80803,0.01362,-0.00279,-0.0066,0.27,0.305,EURUSD_470,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,40,27-Dec-11,27-Dec-11,0.29,6.4585,0.78565,0.01356,-0.0027,-0.00675,0.2725,0.3075,EURUSD_471,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,41,28-Dec-11,28-Dec-11,0.295,6.4001,0.75715,0.01342,-0.00262,-0.00688,0.2775,0.3125,EURUSD_472,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,42,29-Dec-11,29-Dec-11,0.3,6.3434,0.73051,0.01329,-0.00253,-0.007,0.2825,0.3175,EURUSD_473,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,43,30-Dec-11,30-Dec-11,0.305,6.2875,0.70531,0.01316,-0.00246,-0.00713,0.2875,0.3225,EURUSD_474,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,44,31-Dec-11,31-Dec-11,0.305,6.2739,0.699,0.01324,-0.0024,-0.0073,0.2875,0.3225,EURUSD_475,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,45,01-Jan-12,01-Jan-12,0.3075,6.2382,0.68333,0.0132,-0.00233,-0.00744,0.29,0.325,EURUSD_476,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,46,02-Jan-12,02-Jan-12,0.31,6.198,0.66622,0.01314,-0.00227,-0.00758,0.2925,0.3275,EURUSD_477,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,47,03-Jan-12,03-Jan-12,0.315,6.1455,0.64465,0.01302,-0.0022,-0.0077,0.2975,0.3325,EURUSD_478,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,48,04-Jan-12,04-Jan-12,0.3175,6.094,0.62415,0.01289,-0.00214,-0.00782,0.3,0.335,EURUSD_479,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,49,05-Jan-12,05-Jan-12,0.32,6.0437,0.60474,0.01278,-0.00208,-0.00794,0.3025,0.3375,EURUSD_480,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,50,06-Jan-12,06-Jan-12,0.325,5.9942,0.58627,0.01266,-0.00203,-0.00805,0.3075,0.3425,EURUSD_481,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,51,07-Jan-12,07-Jan-12,0.325,5.9826,0.5817,0.01272,-0.00199,-0.00821,0.3075,0.3425,EURUSD_482,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,52,08-Jan-12,08-Jan-12,0.3275,5.9484,0.56922,0.01268,-0.00194,-0.00835,0.31,0.345,EURUSD_483,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,53,09-Jan-12,09-Jan-12,0.33,5.9012,0.55257,0.01256,-0.00189,-0.00846,0.3125,0.3475,EURUSD_484,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,54,10-Jan-12,10-Jan-12,0.335,5.8549,0.53667,0.01245,-0.00184,-0.00857,0.3175,0.3525,EURUSD_485,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,55,11-Jan-12,11-Jan-12,0.3375,5.8097,0.52158,0.01235,-0.0018,-0.00868,0.32,0.355,EURUSD_486,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,56,12-Jan-12,12-Jan-12,0.34,5.7654,0.50718,0.01224,-0.00175,-0.00879,0.3225,0.3575,EURUSD_487,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,57,13-Jan-12,13-Jan-12,0.3425,5.7222,0.4935,0.01214,-0.00171,-0.0089,0.325,0.36,EURUSD_488,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,58,14-Jan-12,14-Jan-12,0.3425,5.7122,0.49006,0.01219,-0.00168,-0.00905,0.325,0.36,EURUSD_489,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,59,15-Jan-12,15-Jan-12,0.345,5.6819,0.4806,0.01215,-0.00165,-0.00917,0.3275,0.3625,EURUSD_490,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,60,16-Jan-12,16-Jan-12,0.3475,5.6486,0.47046,0.01209,-0.00161,-0.00929,0.33,0.365,EURUSD_491,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,61,17-Jan-12,17-Jan-12,0.35,5.6078,0.45836,0.01199,-0.00158,-0.00939,0.3325,0.3675,EURUSD_492,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,62,18-Jan-12,18-Jan-12,0.3525,5.5677,0.44672,0.0119,-0.00154,-0.0095,0.335,0.37,EURUSD_493,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,63,19-Jan-12,19-Jan-12,0.355,5.5283,0.43558,0.0118,-0.00151,-0.0096,0.3375,0.3725,EURUSD_494,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,64,20-Jan-12,20-Jan-12,0.3575,5.4874,0.42427,0.0117,-0.00148,-0.0097,0.34,0.375,EURUSD_495,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,65,21-Jan-12,21-Jan-12,0.3575,5.4775,0.4213,0.01174,-0.00145,-0.00984,0.34,0.375,EURUSD_496,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,66,22-Jan-12,22-Jan-12,0.36,5.449,0.41349,0.01169,-0.00142,-0.00996,0.3425,0.3775,EURUSD_497,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,67,23-Jan-12,23-Jan-12,0.3625,5.4095,0.40306,0.01159,-0.0014,-0.01005,0.345,0.38,EURUSD_498,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,68,24-Jan-12,24-Jan-12,0.365,5.3705,0.39321,0.0115,-0.00137,-0.01015,0.3475,0.3825,EURUSD_499,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,69,25-Jan-12,25-Jan-12,0.3675,5.3325,0.38379,0.01141,-0.00134,-0.01024,0.35,0.385,EURUSD_500,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,70,26-Jan-12,26-Jan-12,0.37,5.2948,0.37468,0.01132,-0.00131,-0.01033,0.3525,0.3875,EURUSD_501,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,71,27-Jan-12,27-Jan-12,0.37,5.2582,0.36599,0.01123,-0.00129,-0.01042,0.3525,0.3875,EURUSD_502,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,72,28-Jan-12,28-Jan-12,0.3725,5.249,0.36375,0.01127,-0.00127,-0.01056,0.355,0.39,EURUSD_503,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,73,29-Jan-12,29-Jan-12,0.3725,5.2231,0.35769,0.01123,-0.00124,-0.01067,0.355,0.39,EURUSD_504,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,74,30-Jan-12,30-Jan-12,0.375,5.1878,0.34966,0.01114,-0.00122,-0.01075,0.3575,0.3925,EURUSD_505,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,75,31-Jan-12,31-Jan-12,0.3775,5.1531,0.34188,0.01106,-0.0012,-0.01084,0.36,0.395,EURUSD_506,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,76,01-Feb-12,01-Feb-12,0.38,5.1192,0.33444,0.01098,-0.00118,-0.01093,0.3625,0.3975,EURUSD_507,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,77,02-Feb-12,02-Feb-12,0.38,5.0858,0.32727,0.0109,-0.00115,-0.01102,0.3625,0.3975,EURUSD_508,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,78,03-Feb-12,03-Feb-12,0.3825,5.0529,0.32032,0.01083,-0.00113,-0.0111,0.365,0.4,EURUSD_509,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,79,04-Feb-12,04-Feb-12,0.3825,5.0451,0.31859,0.01086,-0.00112,-0.01124,0.365,0.4,EURUSD_510,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,80,05-Feb-12,05-Feb-12,0.385,5.0217,0.31372,0.01082,-0.0011,-0.01134,0.3675,0.4025,EURUSD_511,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,81,06-Feb-12,06-Feb-12,0.3875,4.9903,0.30729,0.01075,-0.00108,-0.01142,0.37,0.405,EURUSD_512,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,82,07-Feb-12,07-Feb-12,0.3875,4.9592,0.30106,0.01067,-0.00106,-0.01151,0.37,0.405,EURUSD_513,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,83,08-Feb-12,08-Feb-12,0.39,4.9286,0.29504,0.0106,-0.00104,-0.01159,0.3725,0.4075,EURUSD_514,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,84,09-Feb-12,09-Feb-12,0.3925,4.8986,0.28921,0.01053,-0.00103,-0.01167,0.375,0.41,EURUSD_515,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,85,10-Feb-12,10-Feb-12,0.3925,4.8692,0.28361,0.01047,-0.00101,-0.01175,0.375,0.41,EURUSD_516,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,86,11-Feb-12,11-Feb-12,0.3925,4.862,0.28217,0.01049,-0.001,-0.01188,0.375,0.41,EURUSD_517,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,87,12-Feb-12,12-Feb-12,0.395,4.8412,0.27825,0.01046,-0.00098,-0.01198,0.3775,0.4125,EURUSD_518,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,88,13-Feb-12,13-Feb-12,0.3975,4.8126,0.27297,0.0104,-0.00097,-0.01206,0.38,0.415,EURUSD_519,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,89,14-Feb-12,14-Feb-12,0.3975,4.7846,0.26786,0.01033,-0.00095,-0.01214,0.38,0.415,EURUSD_520,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,90,15-Feb-12,15-Feb-12,0.4,4.7571,0.26294,0.01027,-0.00094,-0.01222,0.3825,0.4175,EURUSD_521,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,91,16-Feb-12,16-Feb-12,0.4,4.7301,0.25817,0.01021,-0.00092,-0.0123,0.3825,0.4175,EURUSD_522,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,92,17-Feb-12,17-Feb-12,0.4025,4.7035,0.25355,0.01015,-0.00091,-0.01238,0.385,0.42,EURUSD_523,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,93,18-Feb-12,18-Feb-12,0.4025,4.6972,0.25241,0.01017,-0.0009,-0.0125,0.385,0.42,EURUSD_524,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,94,19-Feb-12,19-Feb-12,0.405,4.6792,0.24928,0.01014,-0.00089,-0.0126,0.3875,0.4225,EURUSD_525,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,95,20-Feb-12,20-Feb-12,0.405,4.6594,0.24593,0.01011,-0.00087,-0.01269,0.3875,0.4225,EURUSD_526,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,96,21-Feb-12,21-Feb-12,0.405,4.635,0.24183,0.01006,-0.00086,-0.01277,0.3875,0.4225,EURUSD_527,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,97,22-Feb-12,22-Feb-12,0.4075,4.6107,0.23785,0.01,-0.00085,-0.01285,0.39,0.425,EURUSD_528,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,98,23-Feb-12,23-Feb-12,0.4075,4.587,0.23402,0.00995,-0.00084,-0.01293,0.39,0.425,EURUSD_529,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,99,24-Feb-12,24-Feb-12,0.41,4.5638,0.23031,0.0099,-0.00083,-0.01301,0.3925,0.4275,EURUSD_530,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,100,25-Feb-12,25-Feb-12,0.41,4.5581,0.22935,0.00993,-0.00082,-0.01313,0.3925,0.4275,EURUSD_531,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,101,26-Feb-12,26-Feb-12,0.4125,4.5415,0.22672,0.0099,-0.00081,-0.01322,0.395,0.43,EURUSD_532,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,102,27-Feb-12,27-Feb-12,0.4125,4.519,0.22321,0.00986,-0.00079,-0.0133,0.395,0.43,EURUSD_533,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,103,28-Feb-12,28-Feb-12,0.4125,4.4966,0.21977,0.00981,-0.00078,-0.01338,0.395,0.43,EURUSD_534,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,104,29-Feb-12,29-Feb-12,0.415,4.4743,0.21639,0.00976,-0.00077,-0.01345,0.3975,0.4325,EURUSD_535,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,105,01-Mar-12,01-Mar-12,0.415,4.4527,0.21314,0.00971,-0.00076,-0.01353,0.3975,0.4325,EURUSD_536,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,106,02-Mar-12,02-Mar-12,0.4175,4.4314,0.20998,0.00967,-0.00075,-0.01361,0.4,0.435,EURUSD_537,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,107,03-Mar-12,03-Mar-12,0.4175,4.4261,0.20915,0.00969,-0.00075,-0.01372,0.4,0.435,EURUSD_538,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,108,04-Mar-12,04-Mar-12,0.4175,4.4108,0.2069,0.00967,-0.00074,-0.01381,0.4,0.435,EURUSD_539,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,109,05-Mar-12,05-Mar-12,0.42,4.39,0.20389,0.00962,-0.00073,-0.01389,0.4025,0.4375,EURUSD_540,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,110,06-Mar-12,06-Mar-12,0.42,4.3696,0.20097,0.00958,-0.00072,-0.01396,0.4025,0.4375,EURUSD_541,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,111,07-Mar-12,07-Mar-12,0.4225,4.3491,0.19807,0.00954,-0.00071,-0.01404,0.405,0.44,EURUSD_542,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,112,08-Mar-12,08-Mar-12,0.4225,4.3292,0.19529,0.00949,-0.0007,-0.01411,0.405,0.44,EURUSD_543,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,113,09-Mar-12,09-Mar-12,0.4225,4.3097,0.19259,0.00945,-0.00069,-0.01418,0.405,0.44,EURUSD_544,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,114,10-Mar-12,10-Mar-12,0.425,4.3048,0.19188,0.00947,-0.00069,-0.0143,0.4075,0.4425,EURUSD_545,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,115,11-Mar-12,11-Mar-12,0.425,4.2907,0.18994,0.00945,-0.00068,-0.01439,0.4075,0.4425,EURUSD_546,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,116,12-Mar-12,12-Mar-12,0.425,4.2716,0.18736,0.00941,-0.00067,-0.01446,0.4075,0.4425,EURUSD_547,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,117,13-Mar-12,13-Mar-12,0.4275,4.2527,0.18482,0.00937,-0.00066,-0.01453,0.41,0.445,EURUSD_548,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,118,14-Mar-12,14-Mar-12,0.4275,4.2339,0.18234,0.00933,-0.00065,-0.0146,0.41,0.445,EURUSD_549,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,119,15-Mar-12,15-Mar-12,0.43,4.2153,0.17989,0.00929,-0.00065,-0.01468,0.4125,0.4475,EURUSD_550,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,120,16-Mar-12,16-Mar-12,0.43,4.1973,0.17756,0.00926,-0.00064,-0.01475,0.4125,0.4475,EURUSD_551,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,121,17-Mar-12,17-Mar-12,0.43,4.1927,0.17694,0.00927,-0.00063,-0.01486,0.4125,0.4475,EURUSD_552,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,122,18-Mar-12,18-Mar-12,0.43,4.1797,0.17526,0.00926,-0.00063,-0.01495,0.4125,0.4475,EURUSD_553,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,123,19-Mar-12,19-Mar-12,0.4325,4.1618,0.17299,0.00922,-0.00062,-0.01502,0.415,0.45,EURUSD_554,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,124,20-Mar-12,20-Mar-12,0.4325,4.1445,0.1708,0.00918,-0.00061,-0.01509,0.415,0.45,EURUSD_555,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,125,21-Mar-12,21-Mar-12,0.4325,4.1269,0.16862,0.00914,-0.00061,-0.01516,0.415,0.45,EURUSD_556,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,126,22-Mar-12,22-Mar-12,0.435,4.1097,0.1665,0.00911,-0.0006,-0.01522,0.4175,0.4525,EURUSD_557,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,127,23-Mar-12,23-Mar-12,0.435,4.0928,0.16444,0.00907,-0.00059,-0.01529,0.4175,0.4525,EURUSD_558,1
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,128,24-Mar-12,24-Mar-12,0.435,4.0887,0.16391,0.00909,-0.00059,-0.0154,0.4175,0.4525,EURUSD_559,0
17-Nov-11,EURUSD,EUR,USD,ED,C,1.3468,1.39,,,129,25-Mar-12,25-Mar-12,0.4375,4.0767,0.16245,0.00907,-0.00058,-0.01549,0.42,0.455,EURUSD_560,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,1,18-Nov-11,18-Nov-11,0.99085,-0.2979,-1.0883,-0.00053,0.00073,0,0.9825,0.9992,EURUSD_561,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,2,19-Nov-11,19-Nov-11,0.9774,-0.81647,-2.4558,-0.00191,0.00264,0,0.9575,0.9973,EURUSD_562,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,3,20-Nov-11,20-Nov-11,0.94125,-3.1873,-7.027,-0.00839,0.01437,0,0.9025,0.98,EURUSD_563,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,4,21-Nov-11,21-Nov-11,0.925,-6.0354,-11.28,-0.0191,0.03264,0,0.88,0.97,EURUSD_564,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,5,22-Nov-11,22-Nov-11,0.8875,-7.4224,-13.03,-0.0285,0.04371,0.00014,0.8275,0.9475,EURUSD_565,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,6,23-Nov-11,23-Nov-11,0.83,-7.835,-13.36,-0.03582,0.04851,0.00027,0.7675,0.8925,EURUSD_566,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,7,24-Nov-11,24-Nov-11,0.785,-7.7863,-13.11,-0.0409,0.04809,0.00039,0.725,0.845,EURUSD_567,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,8,25-Nov-11,25-Nov-11,0.73625,-7.5196,-12.54,-0.04508,0.04719,0.00047,0.68,0.7925,EURUSD_568,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,9,26-Nov-11,26-Nov-11,0.72375,-7.429,-12.38,-0.04799,0.04282,0.00058,0.67,0.7775,EURUSD_569,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,10,27-Nov-11,27-Nov-11,0.69,-7.1521,-11.87,-0.0508,0.04063,0.00064,0.64,0.74,EURUSD_570,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,11,28-Nov-11,28-Nov-11,0.645,-6.7371,-11.14,-0.05295,0.039,0.00066,0.5975,0.6925,EURUSD_571,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,12,29-Nov-11,29-Nov-11,0.605,-6.3114,-10.41,-0.05443,0.03712,0.00066,0.56,0.65,EURUSD_572,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,13,30-Nov-11,30-Nov-11,0.5675,-5.8949,-9.7137,-0.05537,0.03513,0.00065,0.525,0.61,EURUSD_573,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,14,01-Dec-11,01-Dec-11,0.53125,-5.497,-9.0506,-0.05587,0.03313,0.00063,0.49,0.5725,EURUSD_574,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,15,02-Dec-11,02-Dec-11,0.49875,-5.1203,-8.4269,-0.05601,0.03117,0.00061,0.46,0.5375,EURUSD_575,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,16,03-Dec-11,03-Dec-11,0.49125,-5.0252,-8.2784,-0.05736,0.0292,0.00064,0.455,0.5275,EURUSD_576,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,17,04-Dec-11,04-Dec-11,0.4675,-4.7709,-7.8621,-0.05763,0.02749,0.00063,0.4325,0.5025,EURUSD_577,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,18,05-Dec-11,05-Dec-11,0.44,-4.4395,-7.3167,-0.05709,0.02588,0.00059,0.4075,0.4725,EURUSD_578,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,19,06-Dec-11,06-Dec-11,0.41375,-4.1359,-6.8072,-0.05634,0.02432,0.00056,0.3825,0.445,EURUSD_579,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,20,07-Dec-11,07-Dec-11,0.38875,-3.8525,-6.3329,-0.05542,0.02283,0.00052,0.3575,0.42,EURUSD_580,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,21,08-Dec-11,08-Dec-11,0.3675,-3.5877,-5.8906,-0.05434,0.02141,0.00049,0.3375,0.3975,EURUSD_581,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,22,09-Dec-11,09-Dec-11,0.34625,-3.341,-5.4792,-0.05314,0.02007,0.00045,0.3175,0.375,EURUSD_582,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,23,10-Dec-11,10-Dec-11,0.3425,-3.2833,-5.3811,-0.05371,0.01908,0.00047,0.315,0.37,EURUSD_583,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,24,11-Dec-11,11-Dec-11,0.33,-3.1199,-5.108,-0.05304,0.018,0.00045,0.3025,0.3575,EURUSD_584,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,25,12-Dec-11,12-Dec-11,0.31125,-2.9051,-4.751,-0.05159,0.01687,0.00042,0.285,0.3375,EURUSD_585,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,26,13-Dec-11,13-Dec-11,0.295,-2.7045,-4.4203,-0.05009,0.01581,0.00039,0.2675,0.3225,EURUSD_586,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,27,14-Dec-11,14-Dec-11,0.28125,-2.5176,-4.1124,-0.04855,0.01481,0.00036,0.255,0.3075,EURUSD_587,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,28,15-Dec-11,15-Dec-11,0.2675,-2.3431,-3.8253,-0.04698,0.01386,0.00033,0.2425,0.2925,EURUSD_588,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,29,16-Dec-11,16-Dec-11,0.255,-2.181,-3.5587,-0.04539,0.01297,0.00031,0.23,0.28,EURUSD_589,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.29,1.39,30,17-Dec-11,17-Dec-11,0.2525,-2.1428,-3.4952,-0.04557,0.01243,0.00031,0.2275,0.2775,EURUSD_590,0
